Tweet,Suicide,Cleaned_Tweet
running out of option it physically hurts to breathe i have no dream or goal or ambition or motivation i am tried of it all i have been to hospital er psyche ward therapist difference medications my girlfriend the only person i really loved who wasnt family wants to just go do drugs and drink or whatever the fuck leaving me here with nothing so i cant at least just talk to her any more about how i feel it hurts it hurts so much so much pain and why i dont know why was i born to suffer like this if god is real he wants me dead and i do too,Potential Suicide post ,running option physically hurt breathe dream goal ambition motivation tried hospital er psyche ward therapist difference medication girlfriend person really loved wasnt family want go drug drink whatever fuck leaving nothing cant least talk feel hurt hurt much much pain dont know born suffer like god real want dead
1300 words...,Not Suicide post,word
"@__TheRealSkp,Barcelona, Spain,RT @kbdoll2_: Even though WE DONT WANT too, we know that we have too believe that youâre not here anymore and we know that we have to be stâ¦",Potential Suicide post ,barcelona spainrt even though dont want know believe youre anymore know st
@theshortestfuse that is so cool...good to hear...thanks for sharing!,Not Suicide post,coolgood hearthanks sharing
@JacksonWang852 debuted on this week's Billboard Social 50 at #33!,Not Suicide post,debuted week billboard social
@julouille3 Let me hate myself god fucking damn it,Potential Suicide post ,let hate god fucking damn
@Woth2982 @DDsBoston @Bostongrlkayte it is going to be sunny and 11 Celcius Friday and sunny and 15 Saturday sweet,Not Suicide post,going sunny celcius friday sunny saturday sweet
@IanAspin I second to that Ian - thank you,Not Suicide post,second ian thank
In reality social media donât care about a mans mental health or donât want to speak on it until heâs dead lets be real,Potential Suicide post ,reality social medium dont care man mental health dont want speak he dead let real
Not everything is gold.,Not Suicide post,everything gold
Became as hot as the persistent days resting heavily on tired flowers,Potential Suicide post ,became hot persistent day resting heavily tired flower
@LessIsMoh @LaVendrickS We used to have one. But keeping a live wild animal in a cage surrounded by screaming drunkâ¦ https://t.co/swOCDlRqWC,Potential Suicide post ,used one keeping live wild animal cage surrounded screaming drunk
IM SO TIRED OF EVERYTHING CAN I DIE,Potential Suicide post ,im tired everything die
still listening to some great music I got yesterday. amber pacific is awesome!!,Not Suicide post,still listening great music got yesterday amber pacific awesome
Going to day care! Get to see hannah! This should be a good day. I hope so anyway.,Not Suicide post,going day care get see hannah good day hope anyway
@vindiekins I almost feel bad for my next post. Almost.,Not Suicide post,almost feel bad next post almost
@LadyParadis Thanks. It's certainly better than it was midday yesterday. At one point I was walking around like Kryten from Red Dwarf.,Not Suicide post,thanks certainly better midday yesterday one point walking around like kryten red dwarf
@cyberpreneur welcome to the &quot;twittersphere&quot;! (i like your name for it it's fun but can get super addicting,Not Suicide post,welcome quottwitterspherequot like name fun get super addicting
@LindseyLobo How did you know?? I LOVE it!,Not Suicide post,know love
every day just brings me closer to death i am 21 years old working student i want to kill myself life is unbearable i have no skills not talents and i am absolutely boring person so i spend most of my free time alone i really want to find a girlfriend but i see no way how could i find one when i am useless like this i used to go away from sadness by listening to music but these days i am bored of music and just want to go to sleep and never wake up ,Potential Suicide post ,every day brings closer death year old working student want kill life unbearable skill talent absolutely boring person spend free time alone really want find girlfriend see way could find one useless like used go away sadness listening music day bored music want go sleep never wake
"@drrnlvngstn can i have yours? clouds have come in, i fear i may be too late to enjoy the weather",Not Suicide post,cloud come fear may late enjoy weather
@chipcoffey That is great to hear!! Thanks Chip!,Not Suicide post,great hear thanks chip
RT @MileyCyrus: Completely devestated by the fires affecting my community. I am one of the lucky ones. My animals and LOVE OF MY LIFE madeâ¦,Not Suicide post,rt completely devestated fire affecting community one lucky one animal love life made
ah.... 90's pop was so good,Not Suicide post,ah pop good
@rccgd I'm leaving the laptop at home. I'll put up with tweetie. I can get DMs on gmail. New friends can always send me their email addy,Not Suicide post,im leaving laptop home ill put tweetie get dm gmail new friend always send email addy
/thank god for @bre. Slept in and he took Ava to daycare.,Not Suicide post,thank god slept took ava daycare
i dont know why i keep trying my home life has always been incredibly toxic and my parents have always been a major contributor to my depression and anxiety i just feel like a worthless individual i dont have a job and i am not doing anything and i have no motivation to even leave the house let alone my bed all my life shit like this has continued to happen to me and sometimes i look at all the pills i have to take and consider just shoving a handful in my mouth and ending it all but most of the time i just lie in my bed and wish i could die without actually having to kill myself because i am a coward i am so tired of hearing that things are gonna get better,Potential Suicide post ,dont know keep trying home life always incredibly toxic parent always major contributor depression anxiety feel like worthless individual dont job anything motivation even leave house let alone bed life shit like continued happen sometimes look pill take consider shoving handful mouth ending time lie bed wish could die without actually kill coward tired hearing thing gon na get better
Amazing night and great day...I LOVE my Heels!!!,Not Suicide post,amazing night great dayi love heel
"Tired of living life with the fear of not being liked. So for now on, FUCK IT Iâm really livinâ now people!!!!!",Potential Suicide post ,tired living life fear liked fuck im really livin people
jami: probably drunk driver coming onto on-coming traffic,Potential Suicide post ,jami probably drunk driver coming onto oncoming traffic
RT @gracee_chang: Me knowing damn well that I will hate myself for taking a 7:30 but doing it anyways https://t.co/FRhjVbgkUw,Potential Suicide post ,rt knowing damn well hate taking anyways
"I'm out of all my fucking meds bc my family thought it was the best to do since I got sick, tired and slâ¦ https://t.co/6dpLNbb0sh",Potential Suicide post ,im fucking med bc family thought best since got sick tired sl
RT @princessjmee: Never been to war but I get terrible nightmares that wake me up fighting for my life. #thisisus #ptsd,Potential Suicide post ,rt never war get terrible nightmare wake fighting life
@babydestiny24 What's Twitter? OH!! This is Twitter. Yea... My poor little birdie! No! Here comes the FAIL WHALE!!,Not Suicide post,whats twitter oh twitter yea poor little birdie come fail whale
"Im gonna fucking die, im tired of investing everything into a person and then have them throw it out. I am not madeâ¦ https://t.co/5hb6Kz74qb",Potential Suicide post ,im gon na fucking die im tired investing everything person throw made
YO sometimes Iâm just tired of living.,Potential Suicide post ,yo sometimes im tired living
RT @JimmieAthletics: Congratulations to @JimmieFootball OL Anthony Vereen for being named GPAC Football First Team Offense 2018! #GoJimmiesâ¦,Not Suicide post,rt congratulation ol anthony vereen named gpac football first team offense
Aspiring to be as happy as @BlacYoungstaFB in every aspect of life,Not Suicide post,aspiring happy every aspect life
RT @ZachStafford: I used to check the Forbes 30 Under 30 list every year to see if I could find a husband on it.,Potential Suicide post ,rt used check forbes list every year see could find husband
@sh_tbritttsays *que screamo voice* SO CUT MY WRIST AND BLACK MY EYES,Potential Suicide post ,que screamo voice cut wrist black eye
@gukdaydream so i need to work on this project and people count on me but i do fucking nothing because i think it'sâ¦ https://t.co/3xuJT5Fp0X,Potential Suicide post ,need work project people count fucking nothing think
